timestamp,medicineId,amount,userId,price
2025-04-11 06:31:42,1,10,1,53284
2025-04-11 07:57:54,1,9,1,52297
2025-04-11 08:00:35,1,6,1,52016
2025-04-11 12:18:56,1,6,1,54813
2025-04-11 10:11:15,1,5,1,51383
2025-04-10 11:43:51,1,10,1,48927
2025-04-10 11:23:36,1,7,1,47924
2025-04-10 14:01:47,1,10,1,47061
2025-04-10 16:38:29,1,9,1,50624
2025-04-10 05:07:39,1,10,1,50899
2025-04-09 18:07:09,1,5,1,55485
2025-04-09 18:43:03,1,8,1,55122
2025-04-09 14:46:34,1,9,1,46844
2025-04-09 03:27:56,1,6,1,54439
2025-04-09 08:07:28,1,6,1,52433
2025-04-08 04:06:25,1,6,1,53244
2025-04-08 22:46:42,1,9,1,48398
2025-04-08 23:44:06,1,8,1,55324
2025-04-08 12:29:42,1,10,1,49847
2025-04-08 05:26:29,1,5,1,50979
2025-04-07 03:09:35,1,6,1,55335
2025-04-07 06:07:10,1,10,1,47403
2025-04-07 02:13:30,1,8,1,49653
2025-04-07 18:05:44,1,10,1,50888
2025-04-07 07:49:33,1,10,1,54638
2025-04-06 19:17:12,1,5,1,48189
2025-04-06 07:19:52,1,5,1,53271
2025-04-06 02:44:06,1,6,1,49057
2025-04-06 00:17:44,1,8,1,53403
2025-04-06 03:35:28,1,7,1,47344
2025-04-05 06:20:14,1,5,1,53153
2025-04-05 12:11:35,1,6,1,52617
2025-04-05 04:49:20,1,7,1,47445
2025-04-05 14:16:27,1,10,1,53039
2025-04-05 19:03:29,1,9,1,53434
2025-04-11 02:14:00,1,10,2,46600
2025-04-11 18:38:15,1,8,2,49935
2025-04-11 03:07:12,1,5,2,49252
2025-04-11 04:13:31,1,9,2,54508
2025-04-11 06:13:36,1,6,2,52824
2025-04-10 09:20:12,1,10,2,49536
2025-04-10 16:20:31,1,5,2,49417
2025-04-10 03:53:11,1,9,2,56333
2025-04-10 05:00:33,1,9,2,48849
2025-04-10 15:57:59,1,5,2,56274
2025-04-09 19:56:32,1,10,2,51412
2025-04-09 10:25:02,1,9,2,51491
2025-04-09 13:29:51,1,6,2,50639
2025-04-09 15:32:16,1,9,2,52257
2025-04-09 23:30:40,1,7,2,56149
2025-04-08 14:40:47,1,10,2,52532
2025-04-08 07:26:38,1,10,2,49747
2025-04-08 21:31:34,1,8,2,56166
2025-04-08 15:38:30,1,9,2,53499
2025-04-08 05:12:51,1,10,2,53953
2025-04-07 19:03:51,1,5,2,48757
2025-04-07 05:28:12,1,9,2,53391
2025-04-07 02:24:35,1,5,2,50372
2025-04-07 21:44:38,1,7,2,51372
2025-04-07 18:01:09,1,5,2,56324
2025-04-06 16:26:41,1,9,2,56325
2025-04-06 02:55:57,1,6,2,52768
2025-04-06 01:42:56,1,7,2,50050
2025-04-06 00:58:08,1,9,2,50836
2025-04-06 04:27:39,1,8,2,56358
2025-04-05 19:59:06,1,5,2,51733
2025-04-05 19:11:41,1,9,2,52908
2025-04-05 14:32:46,1,6,2,55982
2025-04-05 01:40:59,1,6,2,51792
2025-04-05 21:14:09,1,8,2,53292
2025-04-11 06:55:52,1,8,3,55062
2025-04-11 03:40:44,1,9,3,53069
2025-04-11 11:32:33,1,9,3,48663
2025-04-11 12:22:58,1,7,3,55578
2025-04-11 19:07:43,1,9,3,50960
2025-04-10 10:11:10,1,10,3,51407
2025-04-10 04:18:16,1,9,3,46494
2025-04-10 10:12:31,1,7,3,55785
2025-04-10 23:55:54,1,5,3,47513
2025-04-10 16:48:41,1,10,3,46648
2025-04-09 04:42:19,1,8,3,48677
2025-04-09 01:59:49,1,10,3,53801
2025-04-09 18:44:51,1,10,3,56111
2025-04-09 00:33:50,1,6,3,47781
2025-04-09 08:19:26,1,9,3,55813
2025-04-08 14:52:37,1,8,3,47556
2025-04-08 04:24:31,1,5,3,54614
2025-04-08 02:17:30,1,8,3,55841
2025-04-08 03:20:01,1,7,3,55852
2025-04-08 05:11:06,1,10,3,55640
2025-04-07 14:31:55,1,7,3,47731
2025-04-07 01:38:24,1,8,3,46587
2025-04-07 03:22:54,1,8,3,55008
2025-04-07 01:22:05,1,7,3,48478
2025-04-07 11:24:59,1,6,3,55932
2025-04-06 20:49:35,1,9,3,47596
2025-04-06 00:48:44,1,7,3,49225
2025-04-06 08:48:15,1,7,3,52614
2025-04-06 00:40:02,1,6,3,46975
2025-04-06 08:44:05,1,6,3,50843
2025-04-05 07:20:11,1,5,3,46782
2025-04-05 15:46:28,1,5,3,47157
2025-04-05 01:26:56,1,7,3,48532
2025-04-05 22:56:15,1,7,3,47462
2025-04-05 09:36:47,1,9,3,54870
2025-04-11 09:00:45,1,8,4,46954
2025-04-11 16:08:09,1,7,4,49295
2025-04-11 21:18:04,1,9,4,55319
2025-04-11 01:44:42,1,10,4,50546
2025-04-11 17:59:56,1,9,4,55071
2025-04-10 04:11:53,1,6,4,56386
2025-04-10 11:43:18,1,10,4,51891
2025-04-10 16:53:02,1,6,4,51133
2025-04-10 09:17:01,1,5,4,47573
2025-04-10 09:10:38,1,7,4,47471
2025-04-09 21:26:03,1,8,4,55114
2025-04-09 12:15:28,1,8,4,56354
2025-04-09 11:39:48,1,9,4,53002
2025-04-09 03:47:16,1,5,4,52381
2025-04-09 20:11:27,1,5,4,49797
2025-04-08 11:28:18,1,9,4,52176
2025-04-08 23:16:54,1,10,4,48852
2025-04-08 20:13:26,1,6,4,55892
2025-04-08 19:29:32,1,10,4,52344
2025-04-08 11:02:45,1,8,4,53701
2025-04-07 09:51:30,1,7,4,56393
2025-04-07 21:08:34,1,10,4,46800
2025-04-07 03:39:15,1,7,4,56090
2025-04-07 06:35:35,1,10,4,53440
2025-04-07 05:15:25,1,6,4,48802
2025-04-06 23:15:02,1,8,4,52785
2025-04-06 22:02:03,1,8,4,54327
2025-04-06 00:41:19,1,10,4,51903
2025-04-06 00:17:16,1,10,4,47205
2025-04-06 04:17:12,1,6,4,51555
2025-04-05 03:24:02,1,8,4,55796
2025-04-05 11:05:04,1,9,4,48504
2025-04-05 19:24:26,1,10,4,48292
2025-04-05 07:51:29,1,8,4,49572
2025-04-05 11:08:25,1,10,4,56310
2025-04-11 02:35:07,1,7,5,54988
2025-04-11 22:31:28,1,10,5,47495
2025-04-11 13:39:46,1,10,5,52463
2025-04-11 03:55:57,1,10,5,50843
2025-04-11 19:16:26,1,6,5,50808
2025-04-10 14:13:08,1,7,5,47183
2025-04-10 05:20:33,1,5,5,48100
2025-04-10 06:45:29,1,7,5,48065
2025-04-10 02:29:55,1,7,5,55181
2025-04-10 07:21:54,1,5,5,49060
2025-04-09 00:10:47,1,7,5,47061
2025-04-09 17:58:33,1,8,5,49441
2025-04-09 10:39:30,1,9,5,47743
2025-04-09 12:03:31,1,5,5,55765
2025-04-09 16:28:37,1,9,5,54999
2025-04-08 01:02:20,1,9,5,54945
2025-04-08 15:07:51,1,8,5,53021
2025-04-08 04:32:40,1,6,5,54612
2025-04-08 04:02:27,1,10,5,55825
2025-04-08 08:26:05,1,6,5,50492
2025-04-07 09:49:35,1,8,5,49903
2025-04-07 17:07:26,1,9,5,52311
2025-04-07 02:55:32,1,5,5,52171
2025-04-07 00:27:18,1,10,5,48614
2025-04-07 19:25:38,1,6,5,55115
2025-04-06 11:57:31,1,6,5,47974
2025-04-06 07:05:14,1,5,5,48527
2025-04-06 22:13:04,1,10,5,46534
2025-04-06 16:51:00,1,6,5,52932
2025-04-06 10:21:12,1,10,5,48269
2025-04-05 14:05:28,1,8,5,49882
2025-04-05 08:24:59,1,8,5,53510
2025-04-05 12:42:00,1,5,5,54290
2025-04-05 03:30:32,1,5,5,54667
2025-04-05 19:08:20,1,8,5,50098
2025-04-11 00:34:09,2,10,1,54344
2025-04-11 02:03:24,2,6,1,58777
2025-04-11 09:45:44,2,5,1,56358
2025-04-11 16:37:08,2,8,1,49764
2025-04-11 21:52:29,2,10,1,52364
2025-04-10 06:30:16,2,10,1,55653
2025-04-10 10:01:26,2,9,1,50443
2025-04-10 19:58:31,2,8,1,55882
2025-04-10 08:27:44,2,8,1,57468
2025-04-10 12:17:45,2,6,1,50458
2025-04-09 20:40:11,2,5,1,51149
2025-04-09 19:18:44,2,8,1,55368
2025-04-09 00:37:36,2,10,1,51476
2025-04-09 16:24:11,2,6,1,49161
2025-04-09 15:33:00,2,5,1,52738
2025-04-08 11:31:34,2,6,1,49158
2025-04-08 03:45:26,2,10,1,49836
2025-04-08 12:53:44,2,6,1,53105
2025-04-08 18:38:40,2,7,1,58261
2025-04-08 10:19:34,2,10,1,49335
2025-04-07 23:08:18,2,9,1,55450
2025-04-07 08:28:24,2,7,1,52362
2025-04-07 05:54:31,2,6,1,50800
2025-04-07 15:34:34,2,10,1,48829
2025-04-07 05:42:22,2,8,1,58159
2025-04-06 12:16:55,2,8,1,52122
2025-04-06 09:57:39,2,6,1,49477
2025-04-06 07:52:00,2,8,1,52271
2025-04-06 17:26:19,2,5,1,50293
