timestamp,medicineId,amount,userId,price
2025-04-11 06:31:42,D001,10,U01,53284
2025-04-11 07:57:54,D001,9,U01,52297
2025-04-11 08:00:35,D001,6,U01,52016
2025-04-11 12:18:56,D001,6,U01,54813
2025-04-11 10:11:15,D001,5,U01,51383
2025-04-10 11:43:51,D001,10,U01,48927
2025-04-10 11:23:36,D001,7,U01,47924
2025-04-10 14:01:47,D001,10,U01,47061
2025-04-10 16:38:29,D001,9,U01,50624
2025-04-10 05:07:39,D001,10,U01,50899
2025-04-09 18:07:09,D001,5,U01,55485
2025-04-09 18:43:03,D001,8,U01,55122
2025-04-09 14:46:34,D001,9,U01,46844
2025-04-09 03:27:56,D001,6,U01,54439
2025-04-09 08:07:28,D001,6,U01,52433
2025-04-08 04:06:25,D001,6,U01,53244
2025-04-08 22:46:42,D001,9,U01,48398
2025-04-08 23:44:06,D001,8,U01,55324
2025-04-08 12:29:42,D001,10,U01,49847
2025-04-08 05:26:29,D001,5,U01,50979
2025-04-07 03:09:35,D001,6,U01,55335
2025-04-07 06:07:10,D001,10,U01,47403
2025-04-07 02:13:30,D001,8,U01,49653
2025-04-07 18:05:44,D001,10,U01,50888
2025-04-07 07:49:33,D001,10,U01,54638
2025-04-06 19:17:12,D001,5,U01,48189
2025-04-06 07:19:52,D001,5,U01,53271
2025-04-06 02:44:06,D001,6,U01,49057
2025-04-06 00:17:44,D001,8,U01,53403
2025-04-06 03:35:28,D001,7,U01,47344
2025-04-05 06:20:14,D001,5,U01,53153
2025-04-05 12:11:35,D001,6,U01,52617
2025-04-05 04:49:20,D001,7,U01,47445
2025-04-05 14:16:27,D001,10,U01,53039
2025-04-05 19:03:29,D001,9,U01,53434
2025-04-11 02:14:00,D001,10,U02,46600
2025-04-11 18:38:15,D001,8,U02,49935
2025-04-11 03:07:12,D001,5,U02,49252
2025-04-11 04:13:31,D001,9,U02,54508
2025-04-11 06:13:36,D001,6,U02,52824
2025-04-10 09:20:12,D001,10,U02,49536
2025-04-10 16:20:31,D001,5,U02,49417
2025-04-10 03:53:11,D001,9,U02,56333
2025-04-10 05:00:33,D001,9,U02,48849
2025-04-10 15:57:59,D001,5,U02,56274
2025-04-09 19:56:32,D001,10,U02,51412
2025-04-09 10:25:02,D001,9,U02,51491
2025-04-09 13:29:51,D001,6,U02,50639
2025-04-09 15:32:16,D001,9,U02,52257
2025-04-09 23:30:40,D001,7,U02,56149
2025-04-08 14:40:47,D001,10,U02,52532
2025-04-08 07:26:38,D001,10,U02,49747
2025-04-08 21:31:34,D001,8,U02,56166
2025-04-08 15:38:30,D001,9,U02,53499
2025-04-08 05:12:51,D001,10,U02,53953
2025-04-07 19:03:51,D001,5,U02,48757
2025-04-07 05:28:12,D001,9,U02,53391
2025-04-07 02:24:35,D001,5,U02,50372
2025-04-07 21:44:38,D001,7,U02,51372
2025-04-07 18:01:09,D001,5,U02,56324
2025-04-06 16:26:41,D001,9,U02,56325
2025-04-06 02:55:57,D001,6,U02,52768
2025-04-06 01:42:56,D001,7,U02,50050
2025-04-06 00:58:08,D001,9,U02,50836
2025-04-06 04:27:39,D001,8,U02,56358
2025-04-05 19:59:06,D001,5,U02,51733
2025-04-05 19:11:41,D001,9,U02,52908
2025-04-05 14:32:46,D001,6,U02,55982
2025-04-05 01:40:59,D001,6,U02,51792
2025-04-05 21:14:09,D001,8,U02,53292
2025-04-11 06:55:52,D001,8,U03,55062
2025-04-11 03:40:44,D001,9,U03,53069
2025-04-11 11:32:33,D001,9,U03,48663
2025-04-11 12:22:58,D001,7,U03,55578
2025-04-11 19:07:43,D001,9,U03,50960
2025-04-10 10:11:10,D001,10,U03,51407
2025-04-10 04:18:16,D001,9,U03,46494
2025-04-10 10:12:31,D001,7,U03,55785
2025-04-10 23:55:54,D001,5,U03,47513
2025-04-10 16:48:41,D001,10,U03,46648
2025-04-09 04:42:19,D001,8,U03,48677
2025-04-09 01:59:49,D001,10,U03,53801
2025-04-09 18:44:51,D001,10,U03,56111
2025-04-09 00:33:50,D001,6,U03,47781
2025-04-09 08:19:26,D001,9,U03,55813
2025-04-08 14:52:37,D001,8,U03,47556
2025-04-08 04:24:31,D001,5,U03,54614
2025-04-08 02:17:30,D001,8,U03,55841
2025-04-08 03:20:01,D001,7,U03,55852
2025-04-08 05:11:06,D001,10,U03,55640
2025-04-07 14:31:55,D001,7,U03,47731
2025-04-07 01:38:24,D001,8,U03,46587
2025-04-07 03:22:54,D001,8,U03,55008
2025-04-07 01:22:05,D001,7,U03,48478
2025-04-07 11:24:59,D001,6,U03,55932
2025-04-06 20:49:35,D001,9,U03,47596
2025-04-06 00:48:44,D001,7,U03,49225
2025-04-06 08:48:15,D001,7,U03,52614
2025-04-06 00:40:02,D001,6,U03,46975
2025-04-06 08:44:05,D001,6,U03,50843
2025-04-05 07:20:11,D001,5,U03,46782
2025-04-05 15:46:28,D001,5,U03,47157
2025-04-05 01:26:56,D001,7,U03,48532
2025-04-05 22:56:15,D001,7,U03,47462
2025-04-05 09:36:47,D001,9,U03,54870
2025-04-11 09:00:45,D001,8,U04,46954
2025-04-11 16:08:09,D001,7,U04,49295
2025-04-11 21:18:04,D001,9,U04,55319
2025-04-11 01:44:42,D001,10,U04,50546
2025-04-11 17:59:56,D001,9,U04,55071
2025-04-10 04:11:53,D001,6,U04,56386
2025-04-10 11:43:18,D001,10,U04,51891
2025-04-10 16:53:02,D001,6,U04,51133
2025-04-10 09:17:01,D001,5,U04,47573
2025-04-10 09:10:38,D001,7,U04,47471
2025-04-09 21:26:03,D001,8,U04,55114
2025-04-09 12:15:28,D001,8,U04,56354
2025-04-09 11:39:48,D001,9,U04,53002
2025-04-09 03:47:16,D001,5,U04,52381
2025-04-09 20:11:27,D001,5,U04,49797
2025-04-08 11:28:18,D001,9,U04,52176
2025-04-08 23:16:54,D001,10,U04,48852
2025-04-08 20:13:26,D001,6,U04,55892
2025-04-08 19:29:32,D001,10,U04,52344
2025-04-08 11:02:45,D001,8,U04,53701
2025-04-07 09:51:30,D001,7,U04,56393
2025-04-07 21:08:34,D001,10,U04,46800
2025-04-07 03:39:15,D001,7,U04,56090
2025-04-07 06:35:35,D001,10,U04,53440
2025-04-07 05:15:25,D001,6,U04,48802
2025-04-06 23:15:02,D001,8,U04,52785
2025-04-06 22:02:03,D001,8,U04,54327
2025-04-06 00:41:19,D001,10,U04,51903
2025-04-06 00:17:16,D001,10,U04,47205
2025-04-06 04:17:12,D001,6,U04,51555
2025-04-05 03:24:02,D001,8,U04,55796
2025-04-05 11:05:04,D001,9,U04,48504
2025-04-05 19:24:26,D001,10,U04,48292
2025-04-05 07:51:29,D001,8,U04,49572
2025-04-05 11:08:25,D001,10,U04,56310
2025-04-11 02:35:07,D001,7,U05,54988
2025-04-11 22:31:28,D001,10,U05,47495
2025-04-11 13:39:46,D001,10,U05,52463
2025-04-11 03:55:57,D001,10,U05,50843
2025-04-11 19:16:26,D001,6,U05,50808
2025-04-10 14:13:08,D001,7,U05,47183
2025-04-10 05:20:33,D001,5,U05,48100
2025-04-10 06:45:29,D001,7,U05,48065
2025-04-10 02:29:55,D001,7,U05,55181
2025-04-10 07:21:54,D001,5,U05,49060
2025-04-09 00:10:47,D001,7,U05,47061
2025-04-09 17:58:33,D001,8,U05,49441
2025-04-09 10:39:30,D001,9,U05,47743
2025-04-09 12:03:31,D001,5,U05,55765
2025-04-09 16:28:37,D001,9,U05,54999
2025-04-08 01:02:20,D001,9,U05,54945
2025-04-08 15:07:51,D001,8,U05,53021
2025-04-08 04:32:40,D001,6,U05,54612
2025-04-08 04:02:27,D001,10,U05,55825
2025-04-08 08:26:05,D001,6,U05,50492
2025-04-07 09:49:35,D001,8,U05,49903
2025-04-07 17:07:26,D001,9,U05,52311
2025-04-07 02:55:32,D001,5,U05,52171
2025-04-07 00:27:18,D001,10,U05,48614
2025-04-07 19:25:38,D001,6,U05,55115
2025-04-06 11:57:31,D001,6,U05,47974
2025-04-06 07:05:14,D001,5,U05,48527
2025-04-06 22:13:04,D001,10,U05,46534
2025-04-06 16:51:00,D001,6,U05,52932
2025-04-06 10:21:12,D001,10,U05,48269
2025-04-05 14:05:28,D001,8,U05,49882
